,text,label
83,แกมันสนุกนะ สนุกเกินคาดดดด ,pos
925,ในมุมของเรานะคะที่ว่าทำไมชเวอุงถึงอยากเป็นเพื่อนกับยอนซูเราคิดว่าชเวอุงคิดถึงยอนซูมากๆๆแต่ยอนซูเคยทิ้งชเวอุงไปแบบไร้ยื้อใยมันอาจจะทำให้ชเวอุงไม่กล้าทำอะไรเกี่ยวความสัมพันธ์ครั้งนี้ก็ได้เพราะกลัวที่จะเจ็บอีกรอบT-T ,neu
434,รีวิว ส่วนตัวให้6/10หักไป4เพราะรู้สึกแบบดำเนินเรื่องช้ามากจนเบื่อบางทีกดข้ามไป30ยังไม่เจอเนื้อเลยแต่ใดๆคือพล็อตสนุกถ้าทำss2ต่อละแก้เรื่องดำเนินเรื่อยคงสนุกกว่านี้นี่ว่าถ้าทำss2น้องลูน่าคงเป็นแกนหลักของเรื่องแน่ๆอาจจะมีการพัฒนามนุษย์ที่อยู่ในนํ้าดวงจันทร์ได้ขึ้นมางี้,neg
999,ใครดู  แล้วติดใจอูชิก อยากตามไปดูเรื่องอื่น เราแนะนำ 2 เรื่องนี้!! 🧙🏿‍♀️The Witch หนังมานุดพลังจิต ดามีเป็นนางเอก อูชิกเป็นวายร้ายจ้าาา อย่างเท่ 👨‍❤️‍💋‍👨 The  Boy Next Door มินิซีรีส์วาย เล่นกะจากกียง ขำตับสั่นเด้อ หาดูซับไทยในยูทูปได้ฮะ ,neu
2000,555555555555555555555555555555555 โปรดติด Trigger Warning ว่าดูจบ เรายังไม่ออกจากหนังนะ เรายังเจอ รบ. และ บรรดาคนจังไรแบบในหนัง 😂  ไปดูใน  นะ มีพากย์ไทยด้วย อยากให้ดูพากย์นะ อินเนอร์นักพากย์คือจัดเต็มมาก ,pos
1796,จะจบแค่นี้จริงๆหรอ มันต่อได้อีกนะ ยังไงเอ่ย ,pos
3142,ตอนนี้คือเทใจให้จีอุงเต็มที่😭 ,neu
1048,พระเอกอะยังพอเข้าใจว่าคนเคยรักกันคบกันมันลืมยาก แต่พระรองเมื่อก่อนก็ได้แค่มอง ตอนนี้ก็ได้แค่นั้นแต่ก็ยังไม่ไปไหนจากยอนซู นับถือใจมาก อยากให้พี่เค้ามูฟออน ไม่อยากให้เจ็บเลย ,neu
91,ดูจนจบก็คือชอบนะ,pos
2462,ที่ไม่อยากให้พระเอกเป็นฆาตกรตัวจริง คือสงสารพ่อฮยอนซูอะ พ่อเชื่อมั่นในตัวลูกชายเสมอเลย มาฟังพิจารณาทุกครั้ง แต่แม่หายไปแล้ววววว😭  ,neu
3063,55555555555 คิมซองชอล(จีอุง) มาเม้นโพสล่าสุดของชเวอูชิก(อุง)ว่า ให้ทันพอดีๆหน่อย ละรีบกลับมาคบกันได้แล้ว😫 555555555555555  ,neu
124,ถ่ายแบบหนัง แต่แอคติ้งแบบละคร 😏 ,neg
2057,  เป็นหนังโลกแตกที่แหวกแนวที่สุดที่เคยดูมาในชีวิต หนังแค่ 2 ชม. 18 นาที มีเวลาก็ไปดูเถอะค่ะ ได้โปรดอย่าพลาด ตลกร้ายจนใจเจ็บ เอาเรื่องจริงมาล้อเล่นซะขำทั้งน้ำตาเลย จิกกัดแทบทุกเม็ดทุกฉาก นี่แทบจะร้องเหี้ยจนนับคำไม่ได้ทั้งเรื่อง 55555 netflix ,pos
2311, ถ้ามองแบบชีวิตจริง ทำไมคนทั้งโลก ต้องง้อนังอเมริกาให้ระเบิดอุกาบาตด้วย เป็นประธาธิบดีของอเมริกา ไม่ใช่ของคนทั้งโลกถ้าเหตุการณ์นี้เกิดขึ้นจริง ใครจะกู้โลกได้ ฉันว่ารัสเซียทำได้,neu
193,นำเสนอดีเลย ให้น้ำหนักเท่ากัน ดูแล้วพิจารณาเอาเอง ใช้วิจารณญาณเอาเอง  ,pos
1916,"กัปตันทีมสำรวจมี่อายุน้อยที่สุดใน SSA D-DAY    DECEMBER 24, 2021 ",neu
2506,☁️ โปรหาร viu premium 🍞🥛30 วัน 18฿ (ว่าง6)♡︎ โหลดออฟไลน์ได้ ไม่มีโฆษณา— รับประกันตลอดการใช้งาน 🍕viuพรีเมี่ยม viupremium viuราคาถูก Viu ูก viuพรีเมี่ยม      ,neu
2859,เรื่องน่ารักมากกกก ดูฟินน ,pos
1502,มีภาคต่อไหมวะแม่ ,neu
3359,สงสัยชื่อคุณนักแสดงที่รับบท NJ คือ Hangul สะกดแบบนี้ 노정의 แต่ทำไมถอดเป็นอังกฤษแล้วเป็น Roh    ,neu
1762,อีจุนกลับมารอบนี้ท็อปฟอร์มมาก เขาเพิ่งออกจากกรมมาปะเหมือนหายหน้าหายตาไป คัมแบคกับบทตัวร้ายปังๆทั้ง  และ ,neu
1159,ดูไซเลนซีมาตั้งเเต่วันที่ออกวันเเรก จนวันนี้ก็ยังลบออกจากใจไม่ได้ ชอบชิบหายเลยหว่ะ จะกลับไปดูก็ตื่นเต้นเหมือนยังไม่เคยดูทั้งที่ดูมาเเล้วอะ ส่วนตัวเราชอบมากจริง นักเเสดงเล่นดีทุกคน ละสายตาไม่ได้เลยอะ คือมันดีมาก 😭  ,pos
2955,พรุ่งนี้ไปดูตี๋กัน​    ,neu
813,"เห็นคนไทยใช้  refer วัฒนธรรมฝรั่งเศสแล้วอยากจะแชร์ไว้หน่อยว่าจริงๆซีรี่ส์เรื่องนี้มีประเด็น racist, ignorance เยอะมากๆนะ ปัญหาหลักๆคือมันนำเสนอมุมมองต่อวัฒนธรรม/สังคมปารีสจากทีมผู้สร้างจากอเมริกันล้วนๆและทำแบบเน้นความ fantasy สร้างให้โลกหมุนตามตัวละคร ลองหาอ่านดู ",neg
1304,ลูกเรือก็หล่อมาก ,neg
63,เนื้อเรื่องดีใช้ได้เลยนะ,pos
61,อย่าไปดุกันนะครับ ,neg
259,"เสื้อ lazy gummy bear แบบ    ใส่ใน 💥 ลดเหลือ 1,090฿ ส่ง50/70฿  ",neu
1067,พอกับอุงและจริง แบบพอแบบพอ ยิ่ฃเห็นอยู่กับ nj คือพอ ยอนซูมูฟออนเลยลูก เพื่อนก็ไม่ต้องไปเป็นให้ ช่างมัน ,neu
1464,ดูแล้วหายใจไม่ออกแทน ตอนใส่ชุดอวกาศแล้วออกซิเจนกำลังจะหมด 😣 ,neu
2148,เเกมันควรค่าเเก่การดูจริงๆนะ คือปกตินี่ดูเรื่องเเนวๆนี้มันจะรอดกันหมดชะ คือเเบบชอบที่ระเบิดเเม่งเลยสิคะของเรื่องนี้มาก เเถมมันมีการเมืองเเบบที่ประเทศเเถวนี้เป็นอีก เออมันควรค่าเเก่การดูจริงๆอ่ะ ,pos
1400, ควรมีภาคต่อค่ะดีจริงดีมากชอบมากประทับใจ 😭💘,pos
857,ด้วยความที่ราคา69บาท แฟนเราเลยเลือกดูหนังเรื่องนี้ และเราก็เข้าไปดูโดยที่ไม่คิดอะไร แต่พอจบก็มีคำถามในหัวหลายอย่าง 1.ทำไมเรื่องไวอากร้าถึงเอาเข้ามาในหนังและพูดถึงชัดเจนขนาดนี้2.ข้าวตอกผิดอะไร เราสงสัยว่าข้าวตอกผิดอะไรทำไมถึงได้โดนอะไรแบบนี้ทั้งที่ข้าวตอกไม่ผิดอะไรเลย ,neg
2029,สนุกมาก เสียดสีสังคม ทำเนียบขาวไม่ปลื้มใครคนนั้นโดนอุ้ม  ห้ามพูดความจริง นายทุนคนรวยหาผลประโยชน์จากคนจน คอรัปชั่น หากินกับภัยพิบัติ ,pos
3404,ผมชอบสิ่งที่ไม่เปลี่ยนแปลงแต่คนเปลี่ยนและหายไปตามกาลเวลา ด้วยเหตุนี้คนและกาลเวลาจึงไม่อยู่ในงานของผม: ศิลปินโกโอ (ชเวอุง)  ,neu
2891,ทำไมทำกับพระรองแบบนี้!!!นางเอกใจร้ายมากนะ..พี่แวนคือผู้ในฝันนี่เลย🥲,neg
3480,แต่ฉากฮยอนซึงคุยกับผช.ในเต้นท์นี่ว่ารายการมันตัดมาสร้างกระแส ทำเหมือนฮยอนซึงชอบเยวอน แต่ถ้าคิดดีๆถ้าชมแค่เยวอนแล้วทำไมผช.คนอื่นถึงคิดว่าเลือกจีอา แปลว่ามันตัดส่วนที่พูดถึงจีอาออกแน่ๆ ใครจะไปเลือกคนที่ไม่ชอบกันล่ะพส ที่เลือกก็เพราะชอบไง ,neu
932,อะไรของชเวอุงเนี่ย ตอนแรกก็จูบยอนซู แล้วก็บอกยอนซูว่ามาเป็นเพื่อนกัน แล้วตอนต่อไปคือ อห ,neu
3358,จะไม่ชิปคู่นี้ได้ยังไง สังเกตที่มืออูชิกสิ 😊    ,neu
73,เอาเป็นว่าไปดูเองแล้วกันนะสนุกมาก    ,pos
1420,คนนี้..พลิกบทบาท🤭   ,pos
791,🦑Viu🦑🐳 1 เดือน 49฿🐳 3 เดือน 130฿🐳 โอนแล้วรอรับเมลและพาสได้เลย🐥สนใจ DM @Cloudyshare8 หรือแอดไลน์ @hun9263e มาได้เลยค่า          ,neu
1768,กงยูบางทีกะลุง แต่บางทีก็หล่อฉิบหาย ,neu
1765,แบดูนาเห่งจ้ะ ตีบทแตก ตอนแรกเห็นได้รับบทพูดน้อยนิ่ง ๆ ทั้งที่พวกเราก็รู้อยู่แล้วว่าตัวจริง *ผายมือ* จะออกมาเป็นยังไง สุดท้ายเค้าก็ทำให้เราเชื่อนะว่าดอกเตอร์ซงเป็นคนแบบนั้นจริง ๆ ฝากทะเลเงียบ (  ) ด้วยนะคะทุกคนเข้าNetflixแล้วมี 8 ตอนจ้า ,neu
3334,ชเวอุงเหมือนเป็นความสบายใจของคนรอบข้าง ไม่แปลกใจที่ NJ จะชอบ จีอุงมาอยู่ด้วยทุกครั้งเวลามีปัญหา ติดอยู่อย่างเดียว ยังรักกันอยู่ก็บอกกันไปเส้ คนดูอึดอัด ,pos
3195,อย่าเปลี่ยนใจ อย่าหมดไฟ อย่าหยุดฝัน ว่าชเวอุงยอนซูจะกลับมารักกันค่ะ ชาวอุงซูลุกขึ้นมา เช็ดน้ำตาแล้วลุกขึ้นมา แข็งใจไว้ เราไม่ทิ้งกัน ร้องไห้ก็ร้องไปด้วยกันจ้า5555555  ,neu
2672,ควยๆ,neg
371,พี่แกพ้นโทษละนะ ตอนนี้ไปประจำการอยู่สถานีวิจัยบัลแฮ ใน   ,neu
2912,คือเพื่อนชวน  แล้วก็แบบเอ๊ะคนหน้าคุ้นๆ พี่ตี๋นี่นา55555555แล้วก็โฮรรรความหล่อพี่ตี๋ทั้งเรือง😭,neu
638,พากย์ไทย  สุดติ่งจริงๆ 🤣,pos
415,มาเล่นเอารางวัลไปดูซีรี่ส์ตอนวันหยุดกันเถอะ!!        ,neu
1133,(10/10 สนุกดูจบรวดเดียว)ขึ้นยานไปดวงจันทร์แบบนี้ก็ลุ้นกันอีกแล้วว่าจะรอดกลับมากี่คน ภารกิจคือไปเก็บตัวอย่างที่เหลืออยู่ในสถานีอาวกาศกลับมาโลก ค่าตอบแทนคือ สิทธิ์ได้รับน้ำกลุ่ม a ในสภาวะที่โลกขาดน้ำมากๆNetflixTH  ,pos
473,รีวิวซีรีส์  ทะเลสงัด | ภารกิจบนสถานีวิจัยจันทรา  -- ,neu
694, นี่ขำประเด็นทำหนังโลกแตกชิบหาย นึกถึงช่วงใกล้เกิดเหตุการณ์ 2012 โลกจะแตกตอนนั้นอ่ะ แล้วก็ทำหนัง2012มา 5555 กุบั่บ เอ่อ เอนเตอเทรน ,neu
69,มันก็คือหนัง คือละครอะ เข้าใจฃจอยู่บางคนไม่อินเพราะรู้ว่าประเทศเราเป็นยังไง เบื้องลึกเบื้องหลังเป็นไง แต่มันคือละครที่สร้างขึ้นมาอะ จะให้สมจริงไปเลยพวกเราคงต้องดูสาระคดีแทน อย่าหวังไรกับละครมาก ดูเพื่อความเพลิดเพลินดีกว่า  ,neu
863,เจ้าแซ้ปน่าฮักขนาด  ,pos
718,มูฟจาก  บ่ได้เลอ,pos
2423,คิมฮงฟาการันตีคุณภาพทุกเรื่อง หลังจบ  มาล่าสุดกับบท ผู้ดูแลแมนชั่นหลอนใน คุณพอมีเวลาว่างมั้ย เขาจะเล่าความลับของที่พักแห่งนี้ให้ฟัง! ความสยองพร้อมให้บริการ 6 มกราคม 65 ที่โรงภาพยนตร์ ,neu
3310,ชอบฉากชเวอุงหนุนตักแม่จัง อบอุ่น น่ารัก แสงสวยมากๆ   ,pos
445,เริ่มเลย  ,neu
1082,‘เธอยังไม่ตอบที่ฉันถามเมื่อวานเลยนะ ที่ผ่านมาเป็นยังไงบ้าง?’‘ฉันก็แค่เรียนจบแล้วก็หางานทำ ก็สบายดีนะ’‘..แค่นั้นเองหรอ’‘อือ ก็ไม่มีอะไรพิเศษหรอก’(1)อุงก็รอให้ยอนซูพูดว่าที่ผ่านมาเหนื่อยแค่ไหน ขอแค่พูดว่าเหนื่อยคำเดียว🥺  ,neu
3319,แค่เป็นยอนซู​ ทุกอย่างของพระเอกก็จะสั่นคลอนและพังทลาย​อย่างที่จีอุงบอกจิงๆ​ สังเกตพาร์ทในอดีตตอนที่เพื่อนเรียกไม่หันพอพูดกุกยอนซู​ หันเลยจ้าพอนางเอกเดินไปวาดรูปต่อ​ จีอุงคือผู้สังเกตการณ์ตลอดจิงๆ​​ ,neu
3100,คอมเม้นใน Naver“เพื่อนกันนี่จูบกันได้ด้วยหรอคะ? ประเทศเกาหลีเป็นแบบนั้นตั้งแต่เมื่อไหร่”“มีความหมายอิ่นของคำว่าเพื่อนที่ฉันไม่รู้ด้วยหรอ”5555555555555555   ,neu
1964,สารภาพ​ ตอนเเรกที่หนังเปิดรายชื่อมา​ คิดในใจเเหละว่าทำไมต้องมี​ Ariana  Grande​ ดูไม่เห็นจะเกี่ยว​เท่าไหร่​ เเต่พอหนังฉาย...คือต้องมีเเหละ​ ต้องมีเค้าจริงๆ​ 555​55​    ,pos
99,ไม่ผ่านนะถ้าจะเทียบมาตรฐานกับเรื่องอื่นๆบนเน็ตฟิก,neg
1401,🚨🎬  ซีรีส์เกาหลีไซไฟอวกาศ ดูได้แล้วตอนนี้ พร้อม  ที่ Netflix ภารกิจบนสถานีอวกาศรกร้าง ที่มีโอกาสรอดออกไปได้แค่ 10% จะระทึกแค่ไหน ได้เวลาลุ้นไปพร้อมกันแล้วครับ 🚀💥 /แก๊งนักแสดงมาชวนด้วยตัวเองขนาดนี้ พวกเราพลาดไม่ได้แล้ววว  ,neu
1661, ตอนจบคือรอดมั้ยคะกัปตันฮัน,pos
2740,กลัวอ้วน,neg
2234,ลองเปลี่ยนอุกกาบาตเป็นโรคระบาดพลอตหนังก็จะคุ้นๆ ขึ้นมาเลย ,neu
2814,แต่ฉันดูแล้วปะแล้ดดเมียงตล้อด 5555555 ,neu
2957,จะได้ดูสตรีม  ใน Netflix แล้วว ศุกร์นี้เกียมตัว ชมป้อหม่อน อ้ายแซ้ปแหมเตื้อเน้ออ ดีใจขนาด 😆  &gt;&gt;  ,neu
1599,ฉากเดินนี่โคตรลุ้นและอึดอัดมาก👩🏻‍🚀🧑🏻‍🚀เรื่องนี้ทำได้ดีมากให้9/10 ดูรอบ2ละมีเรื่องให้ลุ้นทุกตอนปมจะค่อยๆคลี่คลายไปทีละตอนๆ นักแสดงตัวท็อปไม่ผิดหวังเลย ส่วนCGก็คือปังสุดสมจริง✨ ตอนจบปลายเปิดรอซีซัน2งั้บบบบบ👏🏻 ,pos
1023,อะชเวอุงเริ่มจะสังเกตแหละว่าจีอุงชอบยอนซู เร็วเข้านะเดี๋ยวเพื่อนแย่งนะอุง  ,neu
1664, นักแสดงชื่อดังของเกาหลีใต้ที่ได้รับฉายา สามีแห่งชาติ เผยถึงการห่างหายจากการแสดงซีรีส์ไป 5 ปี และการกลับมาในซีรีส์   จากงานเเถลงข่าวเปิดตัวซีรีส์เมื่อวันที่ 22 ธ.ค. 2564 อ่านบทสัมภาษณ์เต็มๆ:   ,neu
975,แนะนำรายการนี้เลย ๆๆๆๆ ปกติไม่ค่อยดูเรียลลิตี้เกาหลีอ่ะ แต่อันนี้สนุกจริง แบบทุกคนน่ารักมากกกก ใครที่โดนอูชิกตกมาจาก  อยากให้ดูรายการนี้มาก นี่มาตามดูพี่ซอแต่โดนอูชิกตก อูชิกเขาเป็นผู้ชายที่นิสัยน่ารักแบบมาก ๆ แล้วคือน่ารักทั้งทีมงาน นักแสดงและแขกที่มาพักเลย 🥺 ,neu
2368,"ได้ดู ""Don't Look Up"" ทาง Netflix หรือยัง คำใบ้วันสิ้นปีราคาคริปโตถ้ามันลงมาก็ช้อนสิค้าบบบบถ้ามันขึ้นไปก็กดฟอลลลลสองแผนง่ายๆรุ้เทรนด์รู้นิสัยรู้พฤติกรรมเหรียญที่ถือดูหนังชมความบันเทิงรอมันวิ่ง",neu
2590,โอ้ยยย เกเบรียลเกใจ อัลฟีอัลใจ เข้าใจความรู้สึกของเอมิลี่ นะ อยากเก็บเธอไว้ทั้งสองคน 😍     ,pos
1910,สนุกมากกก โปรดักชันคือดีแต่ตอนจบสรุปกัปตันฮันตายมั้ยงงมากแม่ ใดๆคือชอบคุณหมอสุด55555 ,pos
1944,หนึ่งอย่างที่ชอบคือที่ปีเตอร์มันบอกว่าอัลกอริทึมวิเคราะห์ว่ามินดี้มีความตายที่น่าเบื่อ จะตายอย่างโดดเดี่ยวแต่พอถึงเวลาจริงมันกลับกัน คือมันดีสำหรับเรา ชอบที่แบบอีโก้ที่ค้ำฟ้านักหนาเก่งนักหนาก็ยังคำนวณผิด ,pos
243,มีแต่คำว่าน่ารักเต็มไปหมด พ่อหนุบหนิบของน้องงงง     ,pos
399,หนังสวะ,neg
3174,มึงไม่ไหวววว ร้องไห้เลยย ฉากคุณย่าㅠㅠ  ,pos
2399,[เปิด Netflix มารีวิว] Don’t Look Up ผลของการเอาคนโง่มาบริหารประเทศ  via @sanook  ,neu
2253,เพียงแค่คุณเหงยหน้าขึ้นมองก็จะพบความจริง ,neu
3098,ให้พูดอีกที    ,neu
1013,ย้อนมองชีวิตของยอนซูแล้วน่าสงสารมากเลยนะ ยอนซูถึงปิดกั้นตัวเองแบบนี้จนกระทั่งอุงเข้ามา แต่อยากให้ยอนซูเปิดใจคุยกับอุง เพราะอุงเองก็คงมีแต่คำถามในใจตลอด 5 ปีที่ผ่านมาว่าทำไมถึงเลิกกัน   ,neu
2249,Just look up ของเรื่อง หนังดีเพลงดี รัฐปิดข่าวดาวหางจะชนโลก ทำให้เป็นเรื่องขำๆ บอกเป็นเฟคนิวส์ มีโอกาศแก้ไขแต่ไม่ทำอิพวกสลิ่มก็เชื่อสุดท้ายทำลายดาวหางไม่ทันชนโลกคนตายห่ากันหมด,pos
148,เพลงประกอบบิ้วเกินจริง,neg
3215,ความอุง  ,neu
1207, ลุ้นมากก สมจริงโคตร,pos
1268,ต้นสังกัด  โพสต์ภาพทะเลสงัด กดดูนะคะ หลายภาพเลยค่ะ 💖👇🏻    ,neu
2772,โนวมันนี่,neg
3016,โดนพ่อหมอตก 💕 ,neu
1589,เห็นหน้ากงยูแล้วอยากดูซีรี่ย์ยาวๆเต็มๆแล้วอ่ะ ในปลาหมึกก็โผล่มานิดหน่อย ชั้นคิดถึงคุณก็อบลิน555555 ,pos
1670,ตอนซอมบี้กะตุย เรื่องนี้กะตุย ลุงนุตุยทุกเรื่องเรยอส อยากให้รอดบ้างงงง ,pos
1492,Netflix 4k พร้อมส่ง🌵28 วัน 90 บาท🍄37 วัน 125 บาท-จอส่วนตัว-รับประกันตลอดการใช้งานLine☄️ netflixราคาถูก   ูก        ,neu
3299,เพื่อนบ้าอะไร พ่กแกอ่ะ พิรุธเพียบ 5555 ปกติชอบเรื่องเฟรนด์โซนนะ แต่คู่นี้ให้แค่แฟนโซนเท่านั้นค่ะ  ,neu
764, เรื่องเล่าเกี่ยวกับนักศึกษาที่กลายเป็นผู้ต้องสงสัยในคดีฆาตกรรมและทนายความที่พยายามจะช่วยให้เขารอดในคดีนี้ โดยส่วนตัวว่าไดอะล็อคน่าสนใจดี การเควสชั่นถึงการทำงานของตำรวจกับอัยการ ไม่รู้ว่าในต้นฉบับเป็นแบบนี้ไหม แต่ชอบในแง่มุมนี้ ,pos
3005, สนุกจัง เข้า   แล้วนะ🥰,pos
3144,หนึ่งในสิ่งที่หลงรักจาก  คือห้องทำงานของชเวอุง มู้ดดีมาก อบอุ่น cozy สเปซลงตัว อยากได้ห้องแบบนี้บ้าง 🤟🏻 ,pos
153,ดูจบมึนไปเลย😂 ,neg
1656,8 อีพี รวดดดด จบจ้าาาาจริงๆชอบหนังแนวๆนี้นะ แต่บางช่วงอืดมากกกกกกก เหมือนดูไปจะหลับไป555555 โดยรวมเป็นหนังฆ่าเวลาได้แต่นี้รอ  อยู่น๊ะจ๊ะ,pos
2097, เป็นหนังเสียดสีรัฐบาลแบบตลกร้ายภายใต้คอนเซ็ปมหันตภัยร้ายทำลายโลก แน่นอนสภาพสังคมก็จำลองมาจากเมกา แต่เพราะการเมืองเป็นเรื่องของทุกคน และประเด็นต่างๆ ในเรื่องก็เป็นสากลจึงทำให้ไม่ว่าจะเป็นใคร ถ้ารัฐบาลเหี้ยเหมือนกันก็รีเลทได้หมด (1/5)  netflix ,neu
2655,เผื่อเป็นไอเดียสำหรับใครที่มองหากระเป๋าใบใหม่  ,neu
1716,รวมความฮาความดีดของพี่กงยูในคอนเท้นทะเลเงียบ ตลกมากๆ ถ้าไม่มีโควิดคงสนุกได้มากกว่านี้อีก   ,pos
3212,อยากดู😭  ,pos
1658,คนตายเยอะไปมั้ย? ,neg
173,อีกประเด็นที่ชอบใน,pos
2575,อะไรใดๆคือไม่อยากมูฟออนออกจากแก็งส์นี้ค่ะ​😭😭 เรื่องหน้ามาเจอกันอีกนะ3คน​นี้   ,pos
2467,ซีนนี้  แสดงโคตรดีเลยอ่ะ จากตอนแรกหวั่นๆกลัวๆ พอสูดไปแล้วยาเริ่มออกฤทธิ์ ทั้งอินเนอร์และสายตาคือเปลี่ยนไปเลยอ่ะ ปรบมือ 👏🏻👏🏻  ,pos
2689,กวนตีน,neg
453,ถึงอิพี5แน้วววจะได้นอนมุ้ยยดูเพลิน😂 ,pos
881,[2022.01.02] IGstory : TEe_Jaruiอ้ายแซ้ปแอบมาตื่นเต้นกับอันดับ 4 ใน Top 10  ☺️// เอ็นดู 🥰😁  on  ,neu
35,เรื่องนี้เกมซับซ้อนดี แต่ถ้ามีคนเยอะๆน่าจะหนุกกว่านี้ ,neu
527, คือเงียบสมชื่อเลยอะ นี่ขนาดได้กงยูกับแบดูนานะ ทำไมเงียบขนาดนั้นละ,neg
2776,แพงอยู่นะ,neg
1163,คอนเส้บอวกาศกับน้ำท่วมมารวมตัวกันได้เฉย เสียดายตอนน้อยและสั้นมาก ,pos
2251, คิดว่าสนุกตอนต้นๆเรื่องอ่ะ หลังจากนั้นเรื่อยๆเนือยๆไปหน่อย ดูแล้วหยุดพักหลายรอบกว่าจะเริ่มดูใหม่ได้ แต่การที่ได้เห็น Meryl กับ Cate ในเรื่องเดียวกันคือดีงามมาก ชอบทั้งคู่เลย,pos
268,เพื่อนในวัย 30        กูยืนมองเพื่อนในวัย 30                  ,neu
1847,สิ้นสุด 5 ปีที่รอคอย ผลงานเฮีงกงยู ซีรีส์ดีๆ จาก  “The Silent Sea” “ทะเลสงัด” รวดเดียว 8 ep เริ่มเลอ…ราตรีนี้ยังยาวนาน   ・ユ   ,neu
3291,เริ่มเล่อออตกหลุมรักรอยยิ้มของยอนซูอะดิ!แต่ก็เริ่มรู้เกี่ยวกับจีอุงบ้างแล้วแน่ๆ ,neu
3145,เรื่องนี้สนุกอะ ดู10ตอนรวดเลย ตาแฉะ55555555 ,pos
3067,ใครมีลิ้งค์ดูสดบ้างคะ,neu
1480,เมื่อ  ยังคงปังเป็นอันดับ 1 สำหรับคนดู  ชาวไทย  ที่ไม่เงียบสงัดเหมือนชื่อ โปรดักชันดีเชียว เรื่องเดินอืดแต่ก็ชวนให้อึดอัด แต่อย่างอื่นก็...นะ,pos
852,เหงาๆครับ 💦        คุยแก้เหงาได้ครับ คุยได้ทั้งชายและหญิงครับ,neu
2611,Netflix 4k พร้อมส่ง💌🧺37 วัน 125฿🌷แถมฟรีYouTubepremium🌷-จอเดี่ยว-แอคไทย-ต่อเมลได้สนใจทัก🎁 netflixราคาถูก   ูก       ,neu
623,ชิบหายกันหมด  ,neu
2289, ชอบการรวมดารารางวัลมาไว้ในเรื่องนี้ โดยที่ให้รับบทแบบไม่สนไม่แคร์อะไรแล้ว กับเรื่องราวที่สมมติเมืองไทยสัสๆ แม้จะในเมกาก็เถอะ แต่เสียดายน่าจะสนุกได้อีกสักนิด มันยังไม่กลมกล่อมเท่าไหร่เลย,pos
12, เกมดวง+ใช้พลัง เนื้อหาปูทางสมเหตุสมผล ใช้ความกดดัน อึดอัดเข้าสู้  เกมแนวโคนัน ไขปริศนาเวลาจำกัด กระชับฉับไว  story บีบหัวใจกว่า เหตุผลบางอย่างต้องรอ ss2 - รวมๆ สนุกทั้งคู่ แนะนำให้ดู squidgame ก่อนฮะ,pos
1044,ถ้าจะไม่ให้อูชิกกับดามีคู่กันจะให้เค้าเป็นนักแสดงหลักทำไมมม​ ให้เค้ารัลรางวัลคู่กันนน​ อย่าให้ความหวังนะผกก​ ,neu
2209,นักดาราศาสตร์ที่ต้องออกเดินสายประชาสัมพันธ์เพื่อเตือนว่าดาวเคราะห์น้อยดวงหนึ่งกำลังจะพุ่งเข้ามาชนโลกจนย่อยยับ Don’t Look Up (2021) :        ,neu
701,เรื่องราวในหนังก็คือเหมือนประเทศไทยมากเว่อร์ คนจะตายกันหมดอยู่แล้วแต่ผู้นำก็คือคิดแต่จะหาประโยชน์ให้ตัวเอง หนุนหลังแต่นายทุน,neu
2418,ซีนนี้ผมนี้อย่างชอบ แบบ กูอยู่เปนแล้ว ทำไมมีไร?  ,pos
2771,ตะเตือนไต,neg
28, เพิ่งดูจบแล้วเพิ่งรู้ซซ.season 2 จะมาเดือนธันวาเดือนเดียวกับMoney heist  โอ้นยยยยกรีดร้อง ดูจบแล้วชอบมากกกกกกกก ญป.ทำแนวเซอไวเวอร์ดีกว่าฝรั่งเยอะเลย,pos
401,ไม่เพอร์เฟค ไม่รู้สึกสนุกเลย,neg
3035,Congratulations อูชิกดามีกับรางวัล Director’s choice Award งาน  🥳🎉 ตอนแรกนึกว่าจะไม่ไปแล้ว ทีม  นี่ลุกขึ้นยืนเลยคับ 😂 ใดๆแปลว่าเค้าอยู่ด้วยกันในวันปีใหม่นะคะ อุอิ ❤️ ,neu
1008,มีใครตัดเอาไปใส่เพลง  ยัง เพลงเค้าเข้ากับสถานการณ์ตอนนี้อีกแล้วอ๋ออ ได้เลยย    ,neu
1940,"ซับไทยของ  มีการแก้ใหม่แฮะ ให้ดุเดือดกว่าเดิม จาก ""แม่ง"" กลายเป็น ""เหี้ย"" ซึ่งเป็นประโยคเดียวกับที่พากย์ไทยตะโกนสบถด่าด้วย ",neu
3209,"พึ่งนึกได้ที่อุงมายืนต่อหน้านางเอกเพราะนางเอกเคยสัญญาไว้มะว่า""ถ้าเราเลิกกันนายแค่มายืนต่อหน้าฉันก็พอ​ ฉันจะรั้งนายไว้และไม่ปล่อยไปเด็ดขาด""   ",neu
1313,เอ๊ะหลายจุดหรือเราพลาดเองก็ไม่รุ้55555 งานภาพสวยปังมาก แอบมีน่าเบื่อบ้าง ฉากลุ้นก็ระทึกดี 8/10 💦 ,pos
2112,ดี ,pos
2301,  เพิ่งดู ดูจบละแบบ...เข้าทวิตเจอรูปอันนี้ ตอบโจทย์หนังกะตัวละครมาก🤣🤣🤣 ,pos
2941,เป็นพระเอกแหร่ะ ดูออก  ,neu
